name,full_address,street,city,postal_code,us_state,country,latitude,longitude,site,phone,type,category,subtypes,rating,reviews,business_status,working_hours,google_id,place_id,reviews_link,photo,query,scraped_zip,source
De Asian (Sushi Bar and Asian Fusion),,1506 Commercial Ave,Anacortes,98221,,United States of America,48.5099613,-122.6129063,,+1 360-293-4004,Japanese restaurant,restaurants,"Japanese restaurant, Asian fusion restaurant, Cocktail bar, Thai restaurant",4.7,284.0,OPERATIONAL,"{""Friday"": [""12PM-12AM""], ""Monday"": [""12-10PM""], ""Saturday"": [""12PM-12AM""], ""Sunday"": [""12-10PM""], ""Thursday"": [""12-10PM""], ""Tuesday"": [""12-10PM""], ""Wednesday"": [""12-10PM""]}",0x5485792f63abcce1:0x25a8132a14868649,ChIJ4cyrYy95hVQRSYaGFCoTqCU,https://search.google.com/local/reviews?placeid=ChIJ4cyrYy95hVQRSYaGFCoTqCU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbJrs2d66u3hFb4JTo3wiZWj5YV1kBPg95qdJxxsX9N31LZ63b3rvzWi1IL6OMqf7nuIfltEutJMQZmgI9wf4DDbE_LrmZ8jEPGr3w3q84ipOJ9FRop2mpzGGyRnOIUaQ3AJAQtA=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Deo Valente Cafe,,802 7th St,Anacortes,98221,,United States of America,48.5168239,-122.6096894,,,Coffee store,Coffee store,Coffee store,,,OPERATIONAL,"{""Friday"": [""9AM-5PM""], ""Monday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""]}",0x548579fdf71b3981:0xba30915114e80d64,ChIJgTkb9_15hVQRZA3oFFGRMLo,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rUhXAU4t9G6QMS4mlBWprQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=347.2687&pitch=0&thumbfov=100,"cafe, 98221, WA, US",98221,outscraper_google_maps
Diedrich Espresso Anacortes,,3119 Commercial Ave,Anacortes,98221,,United States of America,48.496697,-122.6124038,,+1 360-293-2413,Coffee shop,coffee shops,Coffee shop,4.3,187.0,OPERATIONAL,"{""Friday"": [""4AM-7PM""], ""Monday"": [""4AM-7PM""], ""Saturday"": [""5AM-7PM""], ""Sunday"": [""6AM-7PM""], ""Thursday"": [""4AM-7PM""], ""Tuesday"": [""4AM-7PM""], ""Wednesday"": [""4AM-7PM""]}",0x54857a1f98c72361:0x1e850466162448a7,ChIJYSPHmB96hVQRp0gkFmYEhR4,https://search.google.com/local/reviews?placeid=ChIJYSPHmB96hVQRp0gkFmYEhR4&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENT0SgYsxVT_dQ1Os-1Iupc4SrJAY8DyTChXEpFxcOVci1LZK-fHz6OuUsONEtG9AONhaxVB29LJhs3_-9cEaLnfa3zPldu6zZt8PyFbX6YtBSyHiNwX2C8C6JfoXxVt7ETUM=w800-h500-k-no,"cafe, 98221, WA, US",98221,outscraper_google_maps
Dockside,,"P31577, 5614 Ferry Terminal Rd",Anacortes,98221,,United States of America,48.5053699,-122.6791029,,,Restaurant,restaurants,Restaurant,3.6,30.0,OPERATIONAL,,0x548579d091f45735:0xf6ba000e352bed,ChIJNVf0kdB5hVQR7Ss1DgC69gA,https://search.google.com/local/reviews?placeid=ChIJNVf0kdB5hVQR7Ss1DgC69gA&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEp4nVKM9I7TQkJQNsGrJWtiesr1WjGRYgWzuY0TahxtOcUpaF3wgSzGVpp4eVcgcjH22cMoCH1dJfuW93dHXFpIU28a5XAQdqTIPrZRGBaXobBKSBQYu4YUGBOdjcR8nFPHOuCRmp14ZEa=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Dockside Dogs Gourmet Hot Dogs,,501 Commercial Ave Ste A,Anacortes,98221,,United States of America,48.5181137,-122.6120998,,+1 360-708-0006,Restaurant,restaurants,"Restaurant, Hot dog restaurant",4.9,219.0,OPERATIONAL,"{""Friday"": [""11AM-7PM""], ""Monday"": [""Closed""], ""Saturday"": [""11AM-7PM""], ""Sunday"": [""11AM-7PM""], ""Thursday"": [""11AM-7PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""11AM-7PM""]}",0x54857983f4dff545:0xb90ae7a6efd13308,ChIJRfXf9IN5hVQRCDPR76bnCrk,https://search.google.com/local/reviews?placeid=ChIJRfXf9IN5hVQRCDPR76bnCrk&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2OShy4-n5WsGbxmlp3JXZVTpBGIbTOBwchyTxppIR6gFU3VG5Mg-9Vg4Y704xDUElApQx59Xtxt1-zj7-H3WVMxpAN4QU672b5aluxpAgyitMbPmjlLqD1IhRdVxkKyM-qSOi=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Domino's Pizza,,2517 Commercial Ave,Anacortes,98221,,United States of America,48.5015772,-122.6124648,,+1 360-873-6771,Pizza restaurant,Pizza delivery,"Pizza restaurant, Chicken wings restaurant, Pizza delivery, Pizza Takeout",4.4,101.0,OPERATIONAL,"{""Friday"": [""10:30AM-1AM""], ""Monday"": [""10:30AM-12AM""], ""Saturday"": [""10:30AM-1AM""], ""Sunday"": [""10:30AM-12AM""], ""Thursday"": [""10:30AM-12AM""], ""Tuesday"": [""10:30AM-12AM""], ""Wednesday"": [""10:30AM-12AM""]}",0x548579af21aaf3c9:0x1074662468673c94,ChIJyfOqIa95hVQRlDxnaCRmdBA,https://search.google.com/local/reviews?placeid=ChIJyfOqIa95hVQRlDxnaCRmdBA&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUGNo7Z4oyv8tAiVe0n9obcWjtvZM6HiwWfiaD9jVtpqaXwQqs26SGJWEkwNaUoEM1xss32SpZ-8N9M1006iFm6FhvoLvGtuS5xl4Rw-HCdPlZnea8sdpsWMMddRDSAMyYZuNDyA=w800-h500-k-no,"pizza restaurant, 98221, WA, US",98221,outscraper_google_maps
Donut House,,2719 Commercial Ave,Anacortes,98221,,United States of America,48.4998146,-122.6124195,,+1 360-293-4053,Bakery,Bakery,Bakery,4.4,1049.0,OPERATIONAL,"{""Friday"": [""5AM-7PM""], ""Monday"": [""5AM-7PM""], ""Saturday"": [""5AM-7PM""], ""Sunday"": [""5AM-7PM""], ""Thursday"": [""5AM-7PM""], ""Tuesday"": [""5AM-7PM""], ""Wednesday"": [""5AM-7PM""]}",0x548579f5906ef7ad:0x8076c6e654365539,ChIJrfdukPV5hVQROVU2VObGdoA,https://search.google.com/local/reviews?placeid=ChIJrfdukPV5hVQROVU2VObGdoA&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuEiNIrQ6Fpq9ecUy_6oVwx8CRm1pMeX0ixjRphP_B3mHRudnhpnoYDt9YaVffsRl9bkJHt_NT0Gn1b2fZJs7RQhkhYoDzKxYutPF8KfvUnt9TyDwu4VwzuLbi8fkAhW7A0cU1=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
El Jinete Mexican Restaurant,,509 Commercial Ave,Anacortes,98221,,United States of America,48.5179885,-122.6120991,,+1 360-293-2631,Mexican restaurant,restaurants,Mexican restaurant,4.2,347.0,OPERATIONAL,"{""Friday"": [""12-9PM""], ""Monday"": [""Closed""], ""Saturday"": [""12-9PM""], ""Sunday"": [""12-8PM""], ""Thursday"": [""12-8PM""], ""Tuesday"": [""12-8PM""], ""Wednesday"": [""12-8PM""]}",0x548579e12e68da71:0x55c0aab4cd13174a,ChIJcdpoLuF5hVQRShcTzbSqwFU,https://search.google.com/local/reviews?placeid=ChIJcdpoLuF5hVQRShcTzbSqwFU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH94c3U8nMB3FcHABdExyRAB-x1PDvjE8qgNc39jylNRss0yRN3q6ZerkaShkjgVF5QfME_YHEqKjqUL8xpn6qa-jG3MflEezdewJimETweLJ5qKjaGY0lJ3z-s_v7uf4wXfhYucg=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Endiro Coffee,,419 Commercial Ave,Anacortes,98221,,United States of America,48.5184219,-122.6123229,,,Coffee shop,coffee shops,Coffee shop,4.6,17.0,OPERATIONAL,"{""Friday"": [""7AM-3PM""], ""Monday"": [""7AM-3PM""], ""Saturday"": [""7AM-3PM""], ""Sunday"": [""7AM-3PM""], ""Thursday"": [""7AM-3PM""], ""Tuesday"": [""7AM-3PM""], ""Wednesday"": [""7AM-3PM""]}",0x5485790048b16ad1:0x31e60e325bbf8740,ChIJ0WqxSAB5hVQRQIe_WzIO5jE,https://search.google.com/local/reviews?placeid=ChIJ0WqxSAB5hVQRQIe_WzIO5jE&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFPAwcRkVGxeIRWYupO8GE_NF9s4a1R-L6B0j2E0OmJSSGZuyUiQryCBa3JmeRwVvIQU0vC7Ps8P_MQueyY8nV9ZCNSx6_r4SVLXb4Cxacs7W7TuSYBszqKwGQs6YYmKL7x0uE4H4FpQrA=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Fidalgo Drive-In,,2908 Commercial Ave,Anacortes,98221,,United States of America,48.49855,-122.6131721,,+1 360-293-3442,American restaurant,restaurants,"American restaurant, Fast food restaurant, Hamburger restaurant, Ice cream shop, Seafood restaurant",4.3,1505.0,OPERATIONAL,"{""Friday"": [""9AM-9PM""], ""Monday"": [""9AM-9PM""], ""Saturday"": [""9AM-9PM""], ""Sunday"": [""9AM-9PM""], ""Thursday"": [""9AM-9PM""], ""Tuesday"": [""9AM-9PM""], ""Wednesday"": [""9AM-9PM""]}",0x54857a1fd6e528ad:0xe9921f16e680a145,ChIJrSjl1h96hVQRRaGA5hYfkuk,https://search.google.com/local/reviews?placeid=ChIJrSjl1h96hVQRRaGA5hYfkuk&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ5Bo9usx9Eb1jxMFpRHFcLy0ZNqqzcebmhCqFo6Y0-HXlDDFsDjUua98c3iUEjfw2JlxcyPof9vcnE9sjH2zcnzjbvV7uw8ouUl6gth5DJd2tK2uw_Ki6jme_tnhTHSMFa_c=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Fidalgo Fudge Co.,,715 Commercial Ave,Anacortes,98221,,United States of America,48.5161273,-122.6121568,,+1 360-202-8535,Ice cream shop,Ice cream shop,"Ice cream shop, Candy store, Chocolate shop, Coffee shop, Espresso bar, Gift shop",4.8,78.0,OPERATIONAL,"{""Friday"": [""11AM-5PM""], ""Monday"": [""11AM-5PM""], ""Saturday"": [""11AM-5PM""], ""Sunday"": [""11AM-4PM""], ""Thursday"": [""11AM-5PM""], ""Tuesday"": [""11AM-5PM""], ""Wednesday"": [""11AM-5PM""]}",0x548579e5ff9ea875:0x58cd25fffe684a9,ChIJdaie_-V5hVQRqYTm_1_SjAU,https://search.google.com/local/reviews?placeid=ChIJdaie_-V5hVQRqYTm_1_SjAU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYqJ7eCZKxb_5APWdfF-mOSgZjXbyKmkIgidbMk5sc-GrkMrur4k4aQlaIXoLerD41RfMub9uFoVytjVJQysadeRap0_aDdfFONIqd0TSL63JshVMiiDCC08F5SwdbHanlwR-u=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Frida's Gourmet Mexican Cuisine,,416 1/2 Commercial Ave,Anacortes,98221,,United States of America,48.5186439,-122.6127194,,+1 360-299-2120,Mexican restaurant,restaurants,"Mexican restaurant, Bar, Restaurant",4.4,552.0,OPERATIONAL,"{""Friday"": [""11AM-12AM""], ""Monday"": [""11AM-8:30PM""], ""Saturday"": [""11AM-9:30PM""], ""Sunday"": [""11AM-8:30PM""], ""Thursday"": [""11AM-8:30PM""], ""Tuesday"": [""11AM-8:30PM""], ""Wednesday"": [""11AM-8:30PM""]}",0x548579e0d7a9196d:0x87f543afee0865c7,ChIJbRmp1-B5hVQRx2UI7q9D9Yc,https://search.google.com/local/reviews?placeid=ChIJbRmp1-B5hVQRx2UI7q9D9Yc&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFb_S5wrbhdxrzwJ8PCRJP1Me03N7iv3EeysjSSLdDnW4NLHjESEbKEaiZIZgvpuquvCLSQQohPiD0qghT4C60gt1u3eiAfTJfv4FZjrhefqDdLN4Sf1IPb2iZl5mfxxdxD14QsgQ=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
GERE-a-DELI,,502 Commercial Ave,Anacortes,98221,,United States of America,48.5181512,-122.6128829,,+1 360-293-7383,Sandwich shop,restaurants,"Sandwich shop, Caterer, Coffee shop, Deli, Takeout Restaurant, Salad shop",4.8,1088.0,OPERATIONAL,"{""Friday"": [""9AM-4PM""], ""Monday"": [""Closed""], ""Saturday"": [""9AM-4PM""], ""Sunday"": [""Closed""], ""Thursday"": [""9AM-4PM""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""9AM-4PM""]}",0x548579e12c0ef05b:0x98afb532ba265d06,ChIJW_AOLOF5hVQRBl0mujK1r5g,https://search.google.com/local/reviews?placeid=ChIJW_AOLOF5hVQRBl0mujK1r5g&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWRJP30_rJm1qjBgqbHbF7BHqLICsMWZVJ9kdbpyD-DdztEuiFQeoKJi0fCzaRjpBZygoy3OaX01ZebuU-nK6-lgFuwCDPgsdlKDyHvq0CmPjVgdpIMa6NEpFFio4eBdubGvZC8w=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Good Bagels Cafe,,2001 Commercial Ave,Anacortes,98221,,United States of America,48.5059792,-122.6125173,,+1 360-588-0695,Restaurant,Bagel shop,"Restaurant, Bagel shop",4.6,328.0,OPERATIONAL,"{""Friday"": [""7AM-2PM""], ""Monday"": [""7AM-2PM""], ""Saturday"": [""7AM-2PM""], ""Sunday"": [""7AM-2PM""], ""Thursday"": [""7AM-2PM""], ""Tuesday"": [""7AM-2PM""], ""Wednesday"": [""7AM-2PM""]}",0x848869a44756d9d7:0x86badc7fbbbf36ab,ChIJ19lWR6RpiIQRqza_u3_cuoY,https://search.google.com/local/reviews?placeid=ChIJ19lWR6RpiIQRqza_u3_cuoY&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQJgcgtRR2P93qAeGbk_zPugJI8yO8PhPJI2f0HKhNiVSkt5MmzUE6fYhkTdgivyGpjpTdSwUtcbovzFGoT2q80LZgWy6bfgz9-Dii17-Qcbekdvxkvtpk8c7oLsEOHZBIx3ItzA=w800-h500-k-no,"cafe, 98221, WA, US",98221,outscraper_google_maps
Guemes Island General Store,,7885 Guemes Island Rd,Anacortes,98221,,United States of America,48.5294028,-122.6241221,,+1 360-293-4548,General store,General store,General store,4.5,314.0,OPERATIONAL,"{""Friday"": [""9AM-8PM""], ""Monday"": [""9AM-8PM""], ""Saturday"": [""9AM-8PM""], ""Sunday"": [""9AM-8PM""], ""Thursday"": [""9AM-8PM""], ""Tuesday"": [""9AM-8PM""], ""Wednesday"": [""9AM-8PM""]}",0x548579d77190d817:0x3bb8618789ad173f,ChIJF9iQcdd5hVQRPxetiYdhuDs,,,"bar, 98221, WA, US",98221,outscraper_google_maps
Happy Wok Teriyaki,,1708 Commercial Ave,Anacortes,98221,,United States of America,48.5081054,-122.6131817,,+1 360-293-0300,Japanese restaurant,restaurants,"Japanese restaurant, Chinese restaurant, Korean restaurant",4.2,254.0,OPERATIONAL,"{""Friday"": [""11AM-8PM""], ""Monday"": [""11AM-8PM""], ""Saturday"": [""11AM-8PM""], ""Sunday"": [""Closed""], ""Thursday"": [""11AM-8PM""], ""Tuesday"": [""11AM-8PM""], ""Wednesday"": [""11AM-8PM""]}",0x548579f042c5b03f:0xab73c3682f4cdaa5,ChIJP7DFQvB5hVQRpdpML2jDc6s,https://search.google.com/local/reviews?placeid=ChIJP7DFQvB5hVQRpdpML2jDc6s&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBVSGvADQBdzwsjknuY1CZuc2aF3cXSfA_Et2RB300S6p1riYhmZbnKJdJxrvgcQ_uKEWuTzqagSwm_yj1e4FHhmlHoV7ac2J_XYeEOXm-bnWdTm2N1eVF8FHHXyRX9LShKgca=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Harbin Dumplings,,1019 Q Ave,Anacortes,98221,,United States of America,48.5138367,-122.6107687,,+1 360-333-0788,Chinese restaurant,restaurants,"Chinese restaurant, Dumpling restaurant",4.8,123.0,OPERATIONAL,"{""Friday"": [""12-5PM""], ""Monday"": [""12-5PM""], ""Saturday"": [""12-5PM""], ""Sunday"": [""12-5PM""], ""Thursday"": [""12-5PM""], ""Tuesday"": [""12-5PM""], ""Wednesday"": [""Closed""]}",0x5485790db57d79fd:0x6fcc82f5e42f8ca8,ChIJ_Xl9tQ15hVQRqIwv5PWCzG8,https://search.google.com/local/reviews?placeid=ChIJ_Xl9tQ15hVQRqIwv5PWCzG8&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEs7z1aTNvpQ4eGdCmrSjG4WsQZAX5rb6EbTe-z3NWZMymvWsj3Wv_pIkVSv5PDjyDVrJIuJMf1mzHUuxpVcHwA7nv0ki6rADHxTu9DJqsTC4dSaTHIIg6aL8xoV8paBcb5iqk=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Hong Kong Garden Restaurant,,2501 Commercial Ave,Anacortes,98221,,United States of America,48.501966,-122.6123599,,+1 360-293-9595,Chinese restaurant,restaurants,"Chinese restaurant, Asian restaurant, Cantonese restaurant, Noodle shop, Seafood restaurant",4.0,323.0,OPERATIONAL,"{""Friday"": [""11AM-9:30PM""], ""Monday"": [""11AM-9PM""], ""Saturday"": [""11AM-9:30PM""], ""Sunday"": [""11AM-9PM""], ""Thursday"": [""11AM-9PM""], ""Tuesday"": [""11AM-9PM""], ""Wednesday"": [""11AM-9PM""]}",0x548579f42b55c8a9:0x15c42a4a56a4ad65,ChIJqchVK_R5hVQRZa2kVkoqxBU,https://search.google.com/local/reviews?placeid=ChIJqchVK_R5hVQRZa2kVkoqxBU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGzxFwtwT1sypbuJfajuwJp8P7j7Ld9CBNVXqUm4srqAkGOHgeRBn60XtUJx_Ppk5KbjHREaC7BzOqc0t2GFp70BLCamFPfOBU7m-bqBBsBJc3ufc2t2ARYsWCOhOD0AkIn9yG-w=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Island Cafe,,701 Commercial Ave,Anacortes,98221,,United States of America,48.5165495,-122.6122633,,+1 360-588-8518,Cafe,cafes,Cafe,4.2,830.0,OPERATIONAL,"{""Friday"": [""7AM-2PM""], ""Monday"": [""7AM-2PM""], ""Saturday"": [""7AM-2PM""], ""Sunday"": [""7AM-2PM""], ""Thursday"": [""7AM-2PM""], ""Tuesday"": [""7AM-2PM""], ""Wednesday"": [""7AM-2PM""]}",0x548579e6ba6fdd05:0x97b77bcda8af4ba4,ChIJBd1vuuZ5hVQRpEuvqM17t5c,https://search.google.com/local/reviews?placeid=ChIJBd1vuuZ5hVQRpEuvqM17t5c&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnZMXG86yFrjLmJto5Yeerw32Ee4fDqOtVmKgqXpX6zfsgkZV3X8voatoodKMIPB1gWf6wzPbiIs1XidyzjO1DjZTyBfvucKTPy_j_hiJOl2RdI6grqJsy6lgFqpQACPh5W5nC=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Jack in the Box,,2820 Commercial Ave,Anacortes,98221,,United States of America,48.4990333,-122.6131846,,+1 360-299-8602,Fast food restaurant,restaurants,"Fast food restaurant, American restaurant, Breakfast restaurant, Chicken restaurant, Dessert restaurant, Hamburger restaurant, Delivery Restaurant, Mexican restaurant, Restaurant",3.3,607.0,OPERATIONAL,"{""Friday"": [""8AM-10PM""], ""Monday"": [""8AM-10PM""], ""Saturday"": [""8AM-10PM""], ""Sunday"": [""8AM-10PM""], ""Thursday"": [""8AM-10PM""], ""Tuesday"": [""8AM-10PM""], ""Wednesday"": [""8AM-10PM""]}",0x548579f57f6c12ed:0xe6c75befd8f7780,ChIJ7RJsf_V5hVQRgHeP_b51bA4,https://search.google.com/local/reviews?placeid=ChIJ7RJsf_V5hVQRgHeP_b51bA4&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFK_t4pXT5v1Ko9or7OlMclQny9kfvu3Hb_HUxwbHAMUgunYXTZpS0s1Nx5SXYBOJAudw93kDZ5SCSjWYuM2SU7Mo64wSQFSaBwjTUi7qw_no5IExw9bWbPnrlGbdaSxsAhhlMVSw=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Jimmy John's,,2101 Commercial Ave,Anacortes,98221,,United States of America,48.5051108,-122.6123892,,+1 360-299-1020,Sandwich shop,restaurants,Sandwich shop,3.8,183.0,OPERATIONAL,"{""Friday"": [""11AM-10PM""], ""Monday"": [""11AM-10PM""], ""Saturday"": [""11AM-10PM""], ""Sunday"": [""11AM-10PM""], ""Thursday"": [""11AM-10PM""], ""Tuesday"": [""11AM-10PM""], ""Wednesday"": [""11AM-10PM""]}",0x5485796216176693:0xa827569bf41a7d34,ChIJk2YXFmJ5hVQRNH0a9JtWJ6g,https://search.google.com/local/reviews?placeid=ChIJk2YXFmJ5hVQRNH0a9JtWJ6g&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYn6VZyUXStASCLpTFJRKXLwLZT8tdGQ7ThdhzrgOVc9SGK0jtF1LPg2pWYXPjn119_TI-MZBUYT1QJpih6CnIm0PCblWTmRa-sx-eFYuj8RbqRwa-Pd0LyfS-zrxWAV7X2pb9=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Just Breakfast,,1502 Commercial Ave,Anacortes,98221,,United States of America,48.5100037,-122.6129534,,+1 360-293-4004,Restaurant,restaurants,Restaurant,4.2,37.0,OPERATIONAL,"{""Friday"": [""7-11AM""], ""Monday"": [""7-11AM""], ""Saturday"": [""7-11AM""], ""Sunday"": [""7-11AM""], ""Thursday"": [""7-11AM""], ""Tuesday"": [""7-11AM""], ""Wednesday"": [""7-11AM""]}",0x548579c3732cba75:0xea8be9527471af01,ChIJdbosc8N5hVQRAa9xdFLpi-o,https://search.google.com/local/reviews?placeid=ChIJdbosc8N5hVQRAa9xdFLpi-o&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeWf6cfB-8QXYMCHKrUHBpKongRx7uffWRT2TvQQX_n0G8Z-BQoeGJeBXe5aepKrkuz8Ea04cv5MJmpe3m_9tczgbG6Fld0wsUG2xQF0Jx3wfFgqaQkowotUtTpeoMW08PX8VZ_g_oeDQ=w800-h500-k-no,"cafe, 98221, WA, US",98221,outscraper_google_maps
Krispy Krunchy Chicken,,7601 State Rte 20,Anacortes,98221,,United States of America,48.461849,-122.5825457,,+1 360-293-8411,Chicken restaurant,restaurants,"Chicken restaurant, Fast food restaurant",3.0,2.0,OPERATIONAL,"{""Friday"": [""7AM-7PM""], ""Monday"": [""7AM-7PM""], ""Saturday"": [""7AM-7PM""], ""Sunday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""]}",0x54857bf3a6ecfea3:0xa19902c8916985ca,ChIJo_7spvN7hVQRyoVpkcgCmaE,https://search.google.com/local/reviews?placeid=ChIJo_7spvN7hVQRyoVpkcgCmaE&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKMf4uWgR4g1pS4kju2Ap1Txw4VRH_frr1hVXY9BiUgvIpXCZzrE5BzalFXlR1UMUXeJh0p5ZzsuUcEeNaPeWwm7TQHUkp0hCxv5swabknRVlpLjsjqfHLsuypB39xDwUHq0L1V9dLA1A=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
Ladybug Espresso,,7607 State Rte 20 a,Anacortes,98221,,United States of America,48.4616035,-122.5823307,,+1 206-487-4668,Coffee stand,Coffee stand,Coffee stand,4.2,19.0,OPERATIONAL,"{""Friday"": [""4AM-8PM""], ""Monday"": [""4AM-8PM""], ""Saturday"": [""5AM-7PM""], ""Sunday"": [""6AM-7PM""], ""Thursday"": [""4AM-8PM""], ""Tuesday"": [""4AM-8PM""], ""Wednesday"": [""4AM-8PM""]}",0x54857b6c8be5b4f7:0x79d306742d9ba2db,ChIJ97Tli2x7hVQR26KbLXQG03k,https://search.google.com/local/reviews?placeid=ChIJ97Tli2x7hVQR26KbLXQG03k&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzA_sPGvtshgRYm5kFcQM3fufyNTjHn7Xkz_KZcvfKul8vBNFvFPZbOvWkR1ZcXfrm6jk_LTWkU3X9V_WLStNsHmd99qfAFadXDQk-cR2152KO8fUUSt_5K8bwccmRPhFDtnYS=w800-h500-k-no,"cafe, 98221, WA, US",98221,outscraper_google_maps
Lake Erie Coffee & Mercantile,,13260 Rosario Rd,Anacortes,98221,,United States of America,48.4491328,-122.6336049,,+1 360-293-2772,Grocery store,Grocery store,"Grocery store, Campground, Coffee shop, Ice cream shop",4.6,98.0,OPERATIONAL,,0x54857b9f9d4cfc6f:0x135c3e8b1146ea4f,ChIJb_xMnZ97hVQRT-pGEYs-XBM,https://search.google.com/local/reviews?placeid=ChIJb_xMnZ97hVQRT-pGEYs-XBM&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtwuS-rvcTIZsgiHigZ8NwT1tTSRXURRl1_AkXDA69WgUh35SFFNzpk-b1f1J5Dkzj9jcADUwS9kmt76olkoKI4bG4wthzs9gXtmochm_g7XCzrERiGRP_cj0TlAuGnhu70vJTpA=w800-h500-k-no,"restaurant, 98221, WA, US",98221,outscraper_google_maps
